# Created by Octave 5.2.0, Sun Apr 03 21:23:39 2022 CST <hslynn@hdw>
# name: C0
# type: global matrix
# rows: 3
# columns: 50
 8.3266726846886741e-17 -1.0815949997855512e-05 -2.8397881446928785e-06 2.2149820816386168e-07 1.561531122629134e-06 2.1226346358371728e-06 2.2863582488930057e-06 2.241975659289519e-06 2.0922604299367098e-06 1.8947964507270987e-06 1.6819434415643597e-06 1.471574137490439e-06 1.2731434933382912e-06 1.0912092880399626e-06 9.2750596322743739e-07 7.8217760363097355e-07 6.5451411510042412e-07 5.4339031145544947e-07 4.4752589281604749e-07 3.6563693012886533e-07 2.9652164911658785e-07 2.3910670092497366e-07 1.9246998966132578e-07 1.5585006502699672e-07 1.2864822192953929e-07 1.1042717932424617e-07 1.009087116921048e-07 9.9971710305901684e-08 1.0765162256759497e-07 1.2414186698755936e-07 1.49797624998671e-07 1.8514232785760143e-07 2.3087709744018525e-07 2.878933906685921e-07 3.5728913948956942e-07 4.4038868907830819e-07 5.3876692026819106e-07 6.5427796760650359e-07 7.8908904418972803e-07 9.4571982536123533e-07 1.1270874433026712e-06 1.3365550280870775e-06 1.5779717136947535e-06 1.8556477461711962e-06 2.1740178286176748e-06 2.5359634669742948e-06 2.9358098009198141e-06 3.3337452718176785e-06 3.584454910641327e-06 3.4159915446203837e-06
 -5.2918519440170453e-05 -3.2697782400809006e-05 -2.3478281771294185e-05 -1.7157748242901949e-05 -1.2816262364045983e-05 -9.7796678100170453e-06 -7.6132646539828208e-06 -6.0386042136789664e-06 -4.8742976108684388e-06 -3.9996997018842961e-06 -3.3329492576950059e-06 -2.8174814495213196e-06 -2.4135611543657509e-06 -2.0928517736884533e-06 -1.8348611087320998e-06 -1.6245731685321507e-06 -1.4508440744492868e-06 -1.3052990948253518e-06 -1.1815636217493708e-06 -1.0747199183577805e-06 -9.8091851364473515e-07 -8.9709674023358277e-07 -8.2077230053462236e-07 -7.4988980008905415e-07 -6.827049878269098e-07 -6.1769592215460412e-07 -5.5349344280086754e-07 -4.8882544020217855e-07 -4.2247088780089648e-07 -3.5322066213594461e-07 -2.7984287990362455e-07 -2.0105099858558351e-07 -1.1547327734978685e-07 -2.1622443766022847e-08 8.2135427112439707e-08 1.9761373052512576e-07 3.2684066149021862e-07 4.7209792678262752e-07 6.3596366715185093e-07 8.2136061828677609e-07 1.0316109701792586e-06 1.2705013672266452e-06 1.5423697888074239e-06 1.8522623460963394e-06 2.2063623138987576e-06 2.6135215644498833e-06 3.0910605245161593e-06 3.6850575161374854e-06 4.5234563920346083e-06 6.6599300657353699e-06
 -1.8756369639494341e-05 -1.0098059232632739e-05 -5.9851770703167606e-06 -3.768793952613203e-06 -2.4687437703563297e-06 -1.6804265393632889e-06 -1.1960845293368383e-06 -8.9736602888745853e-07 -7.1357285889861455e-07 -6.0138068021242663e-07 -5.3379500060402041e-07 -4.9379223898693425e-07 -4.7054003016189228e-07 -4.5710003812593492e-07 -4.4900677516335197e-07 -4.4337503408986567e-07 -4.383319485573578e-07 -4.3265137517067842e-07 -4.2551602611601291e-07 -4.1636111540455101e-07 -4.0477043187353567e-07 -3.9040635856774086e-07 -3.7296185969454276e-07 -3.5212668856449136e-07 -3.2756264303074323e-07 -2.9888444593589858e-07 -2.6564392278938254e-07 -2.2731584326668441e-07 -1.8328427640185163e-07 -1.3282860773788929e-07 -7.5108537396506581e-08 -9.1475073210611768e-09 6.6185935204687851e-08 1.5219932587851037e-07 2.5040048164115536e-07 3.6252523154256533e-07 4.9056919693840628e-07 6.3682422089123003e-07 8.0391996797393728e-07 9.9487080261126404e-07 1.2131258883170404e-06 1.4626103106360477e-06 1.7477001650612056e-06 2.072881099449142e-06 2.4410404914007588e-06 2.8462824191652358e-06 3.247193229669737e-06 3.4878606430706338e-06 3.2255666960225027e-06 0


# name: C0_seq
# type: matrix
# rows: 1
# columns: 4465
